"","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","low_ai_gen_choice_1","low_ai_gen_choice_2","low_ai_gen_choice_3","low_ai_gen_choice_4","low_ai_gen_choice_5","check_1","check_2","low_ai_sp_choice_1","low_ai_sp_choice_2","low_ai_sp_choice_3","low_ai_sp_choice_4","low_ai_sp_choice_5","high_ai_gen_choice_1","high_ai_gen_choice_2","high_ai_gen_choice_3","high_ai_gen_choice_4","high_ai_gen_choice_5","high_ai_sp_choice_1","high_ai_sp_choice_2","high_ai_sp_choice_3","high_ai_sp_choice_4","high_ai_sp_choice_5","PROLIFIC_PID","traits1a_low_gen","traits1b_low_gen","traits2a_low_gen","traits2b_low_gen","traits3a_low_gen","traits3b_low_gen","traits4a_low_gen","traits4b_low_gen","traits5a_low_gen","traits5b_low_gen","traits1a_low_sp","traits1b_low_sp","traits2a_low_sp","traits2b_low_sp","traits3a_low_sp","traits3b_low_sp","traits4a_low_sp","traits4b_low_sp","traits5a_low_sp","traits5b_low_sp","traits1a_high_gen","traits1b_high_gen","traits2a_high_gen","traits2b_high_gen","traits3a_high_gen","traits3b_high_gen","traits4a_high_gen","traits4b_high_gen","traits5a_high_gen","traits5b_high_gen","traits1a_high_sp","traits1b_high_sp","traits2a_high_sp","traits2b_high_sp","traits3a_high_sp","traits3b_high_sp","traits4a_high_sp","traits4b_high_sp","traits5a_high_sp","traits5b_high_sp","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num"
"92","100","True","45796.7484259606","53.2091","6.0615","Yes","35-44","Male","Occasionally","Software developer but also responsible for hiring of people in my team","Master's Degree","Government","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate B","Candidate B","63c591db3b1d8a96b9d46be7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38|Master's|Advanced|Advanced|Medium|Medium","42|PhD|Basic|Intermediate|Medium|High","52|PhD|Basic|Basic|High|Medium","30|Master's|None|None|High|Low","40|Bachelor's|None|Intermediate|High|Low","26|Bachelor's|None|None|Low|Low","27|PhD|Basic|Basic|Low|High","25|PhD|Basic|Intermediate|High|High","49|Master's|Basic|Basic|High|High","43|Master's|Intermediate|Advanced|Low|Low","high","analyst",4.1,"pass","APPROVED","Hiring","40","Male","White","Netherlands","Netherlands","Dutch",4.16666666666667,"EU","40"
"93","100","True","45796.7534835301","33.635","-112.3321","Yes","25-34","Female","Yes, regularly","Manager","Bachelor's Degree","Hospitality","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Strongly agree","Strongly agree","Neutral","Agree","Agree","Strongly agree","Candidate A","Candidate A","Candidate A","Candidate B","Candidate A","The company has limited or no use of AI.","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63cff262503b56190be3eb18","50|PhD|Basic|Basic|Low|High","45|Bachelor's|Intermediate|Advanced|Low|High","50|PhD|None|None|Medium|Medium","43|Bachelor's|None|Basic|Medium|Medium","27|Master's|None|Intermediate|Medium|Medium","57|Bachelor's|Basic|Advanced|Low|Medium","28|PhD|Advanced|Advanced|Low|Low","31|Master's|Intermediate|Advanced|Medium|High","42|Bachelor's|Advanced|Advanced|High|Low","54|Bachelor's|Advanced|Advanced|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",7.66666666666667,"pass","APPROVED","People management, Operations/production, Hiring","33","Female","White","United States","United States","English",7.8,"US","33"
"94","100","True","45796.7611009144","40.5678","-74.1181","Yes","54-65","Male","Occasionally","Production Director","Bachelor's Degree","Entertainment and Media","Somewhat uncomfortable","I have heard of AI tools, but do not use them","Beginner","Strongly agree","Strongly agree","Agree","Neutral","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate A","Candidate B","Candidate A","Candidate B","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63ea5fe3c03c77c607e33990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47|PhD|Basic|Intermediate|Medium|Low","47|PhD|None|None|High|Low","44|Master's|Basic|Advanced|High|Low","25|Master's|None|Intermediate|Medium|High","55|Bachelor's|Intermediate|Intermediate|Low|Medium","57|Master's|None|Advanced|High|Medium","33|PhD|None|Basic|Low|Medium","38|Bachelor's|Basic|Basic|Medium|Medium","42|PhD|Basic|Intermediate|Medium|Medium","40|PhD|Advanced|Advanced|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",4.43333333333333,"pass","APPROVED","Hiring, Marketing/sales/advertising, Operations/production, People management","60","Male","White","United States","United States","English",4.68333333333333,"US","60"
"95","100","True","45783.6577392361","39.0469","-77.4903","Yes","54-65","Female","Yes, regularly","human resource","Master's Degree","Marketing","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate B","Candidate A","63eec085b1d2e79ac4fbbd78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38|Bachelor's|None|Advanced|Low|Low","45|PhD|Basic|Basic|High|Medium","42|Master's|None|Advanced|High|Medium","39|PhD|Basic|Basic|High|Low","34|Bachelor's|None|None|High|High","31|Bachelor's|None|Advanced|Low|Low","40|Bachelor's|None|Basic|Medium|High","49|PhD|Basic|Advanced|Low|High","47|PhD|Intermediate|Intermediate|Medium|Low","33|PhD|Basic|Advanced|Medium|Medium","high","analyst",5.13333333333333,"pass","APPROVED","Accounts/finance, Marketing/sales/advertising, People management, Hiring, Customer/client","54","Female","Asian","United States","United States","English",5.33333333333333,"US","54"
"96","100","True","45796.7617163426","49.4997","10.4218","Yes","25-34","Male","Yes, regularly","IT and HR Manager","High School or lower","Construction","Somewhat comfortable","I use AI tools occasionally","Advanced","Disagree","Neutral","Agree","Agree","Neutral","Neutral","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6438b6ee0715799f959089aa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|PhD|Basic|Intermediate|Medium|High","38|PhD|None|Basic|Medium|Low","38|Bachelor's|Intermediate|Advanced|High|High","27|Master's|Basic|Basic|High|Medium","25|Bachelor's|Basic|Intermediate|Medium|Medium","28|Bachelor's|None|Advanced|Low|Medium","26|PhD|Basic|Intermediate|High|Medium","30|Bachelor's|None|None|Medium|Low","37|Bachelor's|Advanced|Advanced|High|Medium","49|Master's|Basic|Intermediate|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",8.81666666666667,"pass","APPROVED","Hiring, Operations/production, People management, Customer/client, Business strategy","32","Male","White","Germany","Germany","German",8.95,"EU","32"
"97","100","True","45796.7623265046","47.7345","-117.447","Yes","35-44","Male","Occasionally","Marketing Manager","Bachelor's Degree","Marketing,Entertainment and Media,Retail,Computer and Technology","Very comfortable","I use AI tools occasionally","Advanced","Neutral","Agree","Agree","Neutral","Strongly agree","Neutral","Neutral",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate A","Candidate A","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64413c375a0ded04a4e99a3f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33|Master's|None|None|Medium|High","59|Bachelor's|Intermediate|Intermediate|Low|Low","60|PhD|Basic|Advanced|Low|Medium","48|PhD|Basic|Intermediate|Medium|Medium","31|PhD|Basic|Advanced|Medium|Medium","36|Master's|Intermediate|Intermediate|Medium|Low","25|Bachelor's|Basic|Basic|Low|Medium","43|Master's|Intermediate|Intermediate|Low|Low","38|Bachelor's|None|Basic|High|Medium","29|Master's|None|Intermediate|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",7.66666666666667,"pass","APPROVED","Business strategy, Customer/client, Hiring, Marketing/sales/advertising, People management","36","Male","White","United States","United States","English",7.81666666666667,"US","36"
"98","100","True","45796.7533221528","39.1459","-76.7839","Yes","25-34","Male","Yes, regularly","System Administrator","High School or lower","Cybersecurity,Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,"6441c37f5666c66e67eba833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31|Bachelor's|Basic|Basic|Low|Medium","46|Master's|None|None|High|Medium","46|PhD|None|Advanced|Medium|Low","28|Bachelor's|None|Advanced|Medium|High","29|Master's|None|None|Medium|Medium","28|PhD|Basic|Intermediate|Medium|Low","56|PhD|None|Basic|High|Medium","44|Master's|Advanced|Advanced|High|Low","26|PhD|Intermediate|Intermediate|High|Low","38|PhD|None|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",8.68333333333333,"pass","APPROVED","Hiring, Marketing/sales/advertising","28","Male","Black","United States","United States","English",8.78333333333333,"US","28"
"99","100","True","45796.8139578935","39.9625","-83.0061","Yes","25-34","Female","Yes, regularly","Quality Manager","Master's Degree","Customer Service,Other (Please specify)","Somewhat uncomfortable","I use AI tools occasionally","Intermediate","Strongly agree","Agree","Agree","Disagree","Neutral","Strongly agree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,"6463c107f7da96b246f9ad52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30|PhD|Basic|Intermediate|High|Low","48|Master's|None|None|Low|Low","34|PhD|Basic|Basic|Low|Medium","34|Bachelor's|None|Basic|Medium|Medium","42|Master's|Basic|Advanced|Low|Medium","34|PhD|Advanced|Advanced|Low|Low","51|PhD|Intermediate|Intermediate|Low|Low","32|PhD|Basic|Intermediate|Low|High","29|Master's|None|Intermediate|High|Low","29|Master's|Basic|Advanced|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",19.5833333333333,"pass","APPROVED","Hiring, People management","32","Female","Mixed","United States","Mexico","Spanish",20.35,"US","32"
"100","100","True","45796.7483937269","40.0345","-75.1193","Yes","54-65","Male","Yes, regularly","HR marketing manager","Bachelor's Degree","E-commerce,Retail","Somewhat comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"646c323d73a3844a4331e09b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54|PhD|Basic|Intermediate|High|High","43|Bachelor's|Advanced|Advanced|Medium|High","28|PhD|None|Intermediate|High|Low","30|Master's|Intermediate|Intermediate|High|Medium","40|PhD|None|Basic|High|Low","31|PhD|Advanced|Advanced|Medium|Low","45|Master's|Basic|Intermediate|Medium|Low","44|Bachelor's|None|Basic|Low|Medium","58|Bachelor's|Basic|Intermediate|High|High","26|Master's|Intermediate|Advanced|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",3.18333333333333,"pass","APPROVED","Marketing/sales/advertising, Accounts/finance, Business strategy, Hiring, Customer/client, Operations/production, Research/development","60","Male","White","United States","United States","English",3.26666666666667,"US","60"
"101","100","True","45796.7623623843","41.6929","-8.8391","Yes","54-65","Female","Occasionally","Accountant manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate A","Candidate B","647e5f4c5b7dfbc365335f72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|Master's|None|Basic|Low|High","25|Master's|Advanced|Advanced|High|Low","27|Master's|Basic|Advanced|Medium|Low","57|Master's|Basic|Advanced|Medium|Medium","48|Master's|Intermediate|Intermediate|High|Low","58|Bachelor's|Basic|Basic|Low|High","54|Master's|None|Basic|High|High","48|Bachelor's|Basic|Basic|Medium|High","44|Master's|None|Basic|Low|Low","47|Bachelor's|Intermediate|Advanced|Medium|Medium","high","analyst",11.7666666666667,"pass","APPROVED","Accounts/finance, Hiring","56","Female","White","Portugal","Portugal","Portuguese",24.8,"EU","56"
"102","100","True","45796.7530809491","46.0503","14.5046","Yes","25-34","Male","Yes, regularly","University Teacher and Researcher (I manage many projects, also EU funded where we hire researchers and technical personnel)","PhD or higher","E-commerce,Cybersecurity,Government,Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Advanced","Agree","Agree","Strongly agree","Neutral","Agree","Strongly disagree","Strongly disagree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate B","6489a99c65564c916995612d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27|Master's|Advanced|Advanced|Medium|Medium","59|PhD|Basic|Intermediate|Low|Medium","50|Master's|Basic|Intermediate|High|High","48|Master's|None|Basic|Medium|Low","36|Bachelor's|Basic|Basic|Medium|High","41|Master's|Intermediate|Advanced|Low|High","55|Master's|None|Basic|Medium|High","57|Bachelor's|None|Basic|Low|High","43|Master's|None|None|Medium|High","51|Bachelor's|None|Basic|Medium|Low","high","analyst",9.98333333333333,"pass","APPROVED","Research/development, People management, Hiring","29","Male","White","Slovenia","Slovenia","Slovenian",10.0833333333333,"EU","29"
"103","100","True","45796.7979815509","39.9275","-82.0032","Yes","45-54","Male","Yes, regularly","director of operations and HR","Bachelor's Degree","construction","Very comfortable","I use AI tools occasionally","Intermediate","Agree","Strongly agree","Neutral","Agree","Neutral","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,"64d5219df0415c9a7c609c19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56|Master's|Basic|Basic|Low|Low","44|Bachelor's|Intermediate|Intermediate|Medium|High","26|Bachelor's|Intermediate|Intermediate|High|Medium","27|PhD|Intermediate|Intermediate|Low|Low","45|PhD|None|Basic|Low|Medium","57|Master's|Intermediate|Intermediate|Low|Medium","46|Bachelor's|Basic|Basic|Medium|Low","36|Master's|None|None|Medium|High","28|Master's|Intermediate|Intermediate|High|High","31|PhD|None|Advanced|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",11.1,"pass","APPROVED","Hiring, Business strategy, Accounts/finance, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics","49","Male","White","United States","United States","English",11.25,"US","49"
"104","100","True","45796.9021639699","52.4992","13.3142","Yes","25-34","Male","Occasionally","Senior Consultant","Master's Degree","Consulting","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Agree","Neutral","Disagree","Agree","Strongly agree","Candidate B","Candidate A","Candidate B","Candidate B","Candidate A","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64fee13e6324ea4884bcc9db","43|Master's|Basic|Advanced|Low|Low","38|Master's|None|Intermediate|Medium|High","34|PhD|Basic|Basic|Medium|Medium","52|Bachelor's|None|None|High|Medium","28|Bachelor's|None|Intermediate|Low|Medium","25|Bachelor's|Intermediate|Advanced|High|Medium","60|PhD|None|Basic|Medium|Low","56|PhD|None|None|Medium|High","36|Bachelor's|Intermediate|Advanced|High|Medium","50|PhD|Intermediate|Intermediate|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",4.78333333333333,"pass","APPROVED","Customer/client, Business strategy, Hiring, People management, Other","34","Male","White","Germany","Germany","German",5.01666666666667,"EU","34"
"105","100","True","45796.7570361458","41.5946","-87.5942","Yes","35-44","Male","Yes, regularly","Department Manager","Bachelor's Degree","Entertainment and Media","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"I don't recall.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,"650456c42eb78d336c75440a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29|Bachelor's|Advanced|Advanced|High|Low","39|Master's|Advanced|Advanced|Low|High","44|Bachelor's|None|None|Medium|Medium","40|Master's|Basic|Intermediate|High|High","56|Master's|Intermediate|Intermediate|High|Low","57|Master's|Advanced|Advanced|High|High","36|Bachelor's|Basic|Intermediate|High|Medium","46|Master's|Basic|Basic|Medium|High","43|Bachelor's|None|Basic|Medium|High","34|PhD|None|None|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",5.9,"pass","APPROVED","People management, Hiring","40","Male","Black","United States","United States","English",6.35,"US","40"
"106","100","True","45796.9779320486","47.5","19.0412","Yes","25 or younger","Female","Occasionally","Sales Agent and Media Coordinator","High School or lower","Banking, Finance and Insurance,Entertainment and Media","Somewhat comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate B","Candidate B","6519b2530ce2bb3eb5ccf910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52|Master's|None|None|Low|Medium","48|Master's|Advanced|Advanced|High|High","55|Master's|None|None|High|High","43|Master's|Intermediate|Intermediate|Medium|Medium","30|Bachelor's|None|None|Medium|Low","34|Master's|None|Advanced|Medium|Low","35|Master's|None|Basic|High|Medium","37|PhD|Advanced|Advanced|High|High","30|Master's|None|None|High|High","31|Master's|Basic|Basic|High|Medium","high","analyst",6.18333333333333,"pass","APPROVED","Business strategy, Customer/client, Hiring, Marketing/sales/advertising","23","Female","Mixed","Hungary","Jordan","English",6.3,"EU","23"
"107","100","True","45796.7573231482","41.8835","-87.6305","Yes","54-65","Male","Yes, regularly","store manager","High School or lower","Retail","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Neutral","Neutral","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Not at all","Candidate A","Candidate A","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65254c3db0d9f4503489affd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|Master's|Intermediate|Advanced|Medium|Low","36|Master's|None|Basic|Medium|High","51|PhD|Advanced|Advanced|Medium|Medium","30|Bachelor's|None|Basic|Low|Low","50|Master's|Intermediate|Intermediate|Medium|Medium","52|PhD|Advanced|Advanced|Medium|Low","58|PhD|Basic|Basic|Low|Medium","36|Bachelor's|Advanced|Advanced|Medium|High","27|Bachelor's|Basic|Advanced|High|High","54|Bachelor's|None|Advanced|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",6.78333333333333,"pass","APPROVED","Customer/client, Hiring, Operations/production, People management, Supply chain/logistics","59","Male","White","United States","United States","English",7.41666666666667,"US","59"
"108","100","True","45796.7498463079","40.7157","-74","Yes","54-65","Male","Yes, regularly","Sales manager","High School or lower","Hospitality,Other (Please specify)","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Candidate B","Candidate A","Candidate B","Candidate A","Candidate B","The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6526f601bedbae17738408b1","58|PhD|None|Intermediate|Low|High","46|Bachelor's|None|None|High|High","59|PhD|None|Basic|Low|High","47|Bachelor's|None|Advanced|Medium|Medium","56|Bachelor's|None|None|Low|Low","51|PhD|None|Intermediate|Medium|High","37|PhD|Intermediate|Intermediate|Low|Medium","27|Bachelor's|None|Intermediate|Medium|High","25|Master's|None|Intermediate|Medium|High","37|PhD|None|None|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",5.31666666666667,"pass","APPROVED","Business strategy, Customer/client, Hiring, Marketing/sales/advertising","65","Male","White","United States","United States","English",5.46666666666667,"US","65"
"109","100","True","45796.7494823611","38.8055","-9.1325","Yes","45-54","Male","Occasionally","Specialist","High School or lower","Entertainment and Media","Somewhat comfortable","I have heard of AI tools, but do not use them","Intermediate","Neutral","Strongly agree","Agree","Disagree","Agree","Strongly agree","Neutral","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"653fb0e1be70b76473be7116","51|Bachelor's|None|Intermediate|High|Medium","25|Bachelor's|Basic|Basic|Medium|Low","46|Master's|None|Intermediate|High|High","34|Bachelor's|Basic|Intermediate|Medium|High","28|Bachelor's|Basic|Basic|Medium|High","60|PhD|None|Basic|High|Low","46|Master's|Basic|Advanced|Medium|High","37|Bachelor's|None|Advanced|Medium|High","60|PhD|None|Intermediate|High|High","53|Master's|Intermediate|Intermediate|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",4.06666666666667,"pass","APPROVED","Business strategy, Customer/client, Hiring, Operations/production, People management, Research/development","52","Male","White","Portugal","Portugal","Portuguese",4.16666666666667,"EU","52"
